is_canceled,deposit_type,lead_time,stays_in_weekend_nights,stays_in_week_nights,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr
0,No Deposit,98.0,0,0,0.0,0,0,0,0,0.0
0,No Deposit,2.0,0,1,0.0,0,0,0,0,44.0
0,No Deposit,6.0,0,1,1.0,0,1,0,0,65.0
0,No Deposit,0.0,0,0,1.0,0,0,0,0,
0,No Deposit,83.0,2,2,0.0,0,0,0,0,107.2
0,No Deposit,23.0,0,1,0.0,0,0,0,0,95.0
0,No Deposit,1.0,0,0,1.0,0,0,0,0,0.0
0,No Deposit,0.0,0,1,1.0,1,21,0,0,30.0
0,No Deposit,232.0,0,2,0.0,0,0,0,0,145.0
0,No Deposit,197.0,1,1,0.0,0,0,0,0,85.0
0,No Deposit,237.0,0,4,0.0,0,0,0,0,
0,No Deposit,60.0,0,2,0.0,0,0,0,0,73.46
0,No Deposit,122.0,0,3,0.0,0,0,0,0,153.0
0,No Deposit,0.0,0,0,1.0,0,0,0,0,0.0
0,No Deposit,3.0,0,2,0.0,0,0,0,0,45.0
0,No Deposit,0.0,0,1,1.0,0,2,0,0,55.0
0,No Deposit,90.0,2,1,0.0,0,0,0,0,117.0
0,No Deposit,226.0,2,2,,0,0,0,0,30.24
0,No Deposit,75.0,0,1,0.0,0,0,0,0,240.0
0,No Deposit,29.0,0,1,0.0,0,0,0,0,48.0
0,No Deposit,58.0,2,1,0.0,0,0,0,0,75.0
0,No Deposit,0.0,0,1,0.0,0,0,0,0,80.0
0,No Deposit,102.0,2,3,0.0,0,0,0,0,120.6
0,No Deposit,2.0,2,5,0.0,0,0,0,0,114.43
0,No Deposit,13.0,0,2,0.0,0,0,0,0,161.0
0,No Deposit,67.0,1,2,0.0,0,0,0,0,50.0
0,No Deposit,85.0,0,1,0.0,0,0,0,0,126.9
0,No Deposit,141.0,0,2,0.0,0,0,0,0,114.3
0,No Deposit,13.0,0,1,0.0,0,0,0,0,109.5
0,No Deposit,142.0,0,2,0.0,0,0,0,0,65.0
0,No Deposit,4.0,4,13,1.0,0,1,0,0,33.26
0,No Deposit,116.0,2,2,0.0,0,0,0,0,200.7
0,No Deposit,47.0,2,0,0.0,0,0,0,0,120.5
0,No Deposit,9.0,0,2,0.0,0,0,1,0,75.0
0,No Deposit,9.0,0,4,0.0,0,0,0,0,78.66
0,No Deposit,16.0,0,1,0.0,0,0,1,0,75.0
0,No Deposit,1.0,0,1,0.0,0,0,1,0,78.0
0,No Deposit,56.0,1,1,0.0,0,0,1,0,120.0
0,No Deposit,7.0,0,1,1.0,0,2,0,0,67.0
0,No Deposit,118.0,1,1,0.0,0,0,0,0,130.5
0,No Deposit,9.0,0,4,0.0,0,0,1,0,91.1
0,No Deposit,22.0,0,1,0.0,0,0,0,0,71.0
0,No Deposit,156.0,0,4,0.0,0,0,0,0,14.0
0,No Deposit,44.0,2,1,0.0,0,0,0,0,98.0
0,No Deposit,39.0,0,3,0.0,0,0,0,0,51.19
0,No Deposit,72.0,2,2,0.0,0,0,0,0,60.0
0,No Deposit,348.0,1,3,0.0,0,0,0,0,140.16
0,No Deposit,40.0,2,5,0.0,0,0,0,0,164.86
0,No Deposit,28.0,2,5,0.0,0,0,0,0,95.14
0,No Deposit,2.0,2,0,0.0,0,0,0,0,67.66
0,No Deposit,88.0,2,1,0.0,0,0,0,0,97.2
0,No Deposit,2.0,0,2,0.0,0,0,0,0,87.0
0,No Deposit,59.0,0,3,0.0,0,0,0,0,74.83
0,No Deposit,70.0,0,4,0.0,0,0,0,0,78.0
0,No Deposit,100.0,0,2,0.0,0,0,0,0,55.96
0,No Deposit,46.0,2,1,0.0,0,0,0,0,46.0
0,No Deposit,14.0,0,3,0.0,0,0,2,0,58.2
0,No Deposit,2.0,0,1,0.0,0,0,0,0,58.0
0,No Deposit,119.0,0,2,0.0,0,0,0,0,
0,No Deposit,102.0,1,1,0.0,0,0,0,0,106.2
0,No Deposit,286.0,0,4,0.0,0,0,0,176,99.0
0,No Deposit,256.0,0,2,0.0,0,0,0,0,72.25
0,No Deposit,0.0,0,1,0.0,0,0,0,0,0.0
0,No Deposit,84.0,0,1,0.0,0,0,0,0,117.0
0,No Deposit,36.0,0,1,0.0,0,0,0,0,168.3
0,No Deposit,414.0,0,2,0.0,0,0,0,0,122.4
0,No Deposit,95.0,0,2,0.0,0,0,0,0,98.0
0,No Deposit,37.0,2,2,0.0,0,0,0,0,61.5
0,No Deposit,465.0,0,3,0.0,0,0,1,0,0.0
0,No Deposit,38.0,2,1,0.0,0,0,0,0,29.0
0,No Deposit,136.0,4,6,0.0,0,0,0,0,68.6
0,No Deposit,270.0,1,2,0.0,0,0,0,0,93.33
0,No Deposit,7.0,0,1,,0,4,0,0,60.0
0,No Deposit,24.0,9,21,1.0,0,4,5,0,0.0
0,No Deposit,71.0,0,3,0.0,0,0,0,0,88.0
0,No Deposit,71.0,2,2,0.0,0,0,0,0,
0,No Deposit,196.0,0,3,0.0,0,0,0,0,152.5
0,No Deposit,4.0,1,0,1.0,0,1,0,0,39.0
0,No Deposit,54.0,0,4,0.0,0,0,0,0,109.8
0,No Deposit,121.0,2,5,0.0,0,0,0,0,43.93
0,No Deposit,87.0,1,1,0.0,0,0,0,0,135.27
0,No Deposit,227.0,2,5,0.0,0,0,1,0,180.18
0,No Deposit,10.0,0,2,,0,0,0,0,79.0
0,No Deposit,85.0,2,2,0.0,0,0,4,0,126.9
0,No Deposit,25.0,2,1,0.0,0,0,0,0,141.0
0,No Deposit,48.0,0,4,0.0,0,0,0,0,150.0
0,No Deposit,0.0,1,1,1.0,0,1,0,0,75.0
0,No Deposit,6.0,0,2,0.0,0,0,0,0,75.0
0,No Deposit,55.0,2,1,0.0,0,0,0,0,79.2
0,No Deposit,92.0,2,3,0.0,0,0,0,0,96.9
0,No Deposit,111.0,2,2,0.0,0,0,0,0,88.4
0,No Deposit,6.0,1,0,1.0,0,1,1,0,65.0
0,No Deposit,176.0,0,1,0.0,0,0,2,0,95.63
0,No Deposit,49.0,1,3,0.0,0,0,1,0,62.8
0,No Deposit,25.0,2,2,1.0,0,1,1,0,50.0
0,No Deposit,215.0,1,2,0.0,0,0,2,0,91.67
0,No Deposit,0.0,0,1,0.0,0,0,0,0,40.0
0,No Deposit,45.0,1,2,0.0,0,0,1,0,65.0
0,No Deposit,19.0,2,5,0.0,0,0,2,0,47.0
0,No Deposit,9.0,1,3,0.0,0,0,0,0,120.0
0,No Deposit,152.0,2,4,0.0,0,0,0,0,80.75
0,No Deposit,59.0,2,2,0.0,0,0,0,0,1.0
0,No Deposit,45.0,2,1,0.0,0,0,0,0,68.0
0,No Deposit,11.0,0,4,0.0,0,0,0,0,113.2
0,No Deposit,11.0,2,1,0.0,0,0,0,0,95.0
0,No Deposit,21.0,0,1,0.0,0,0,3,0,107.0
0,No Deposit,7.0,2,8,1.0,0,4,2,0,58.0
0,No Deposit,42.0,1,0,0.0,0,0,2,0,95.0
0,No Deposit,152.0,0,5,0.0,0,0,0,0,80.1
0,No Deposit,84.0,1,2,0.0,0,0,0,0,64.0
0,No Deposit,1.0,0,1,0.0,0,0,0,0,95.0
0,No Deposit,12.0,0,3,0.0,0,0,0,0,65.0
0,No Deposit,132.0,0,1,0.0,0,0,0,0,90.0
0,No Deposit,4.0,0,2,0.0,0,0,0,0,70.0
0,No Deposit,241.0,2,4,0.0,0,0,0,0,74.0
0,No Deposit,66.0,2,5,0.0,0,0,0,0,68.0
0,No Deposit,93.0,2,8,0.0,0,0,0,0,90.0
0,No Deposit,290.0,1,2,0.0,0,0,1,108,72.0
0,No Deposit,3.0,1,0,1.0,0,1,0,0,43.0
0,No Deposit,74.0,1,0,0.0,0,0,0,0,112.5
0,No Deposit,405.0,0,2,0.0,0,0,1,0,91.5
0,No Deposit,0.0,0,1,0.0,0,0,0,0,88.0
0,No Deposit,6.0,1,3,0.0,0,0,0,0,141.0
0,No Deposit,76.0,2,2,0.0,0,0,1,0,90.95
0,No Deposit,25.0,2,2,0.0,0,0,0,0,39.0
0,No Deposit,237.0,0,2,0.0,0,0,0,0,89.1
0,No Deposit,9.0,0,1,1.0,0,3,0,0,0.0
0,No Deposit,0.0,1,1,0.0,0,0,0,0,110.0
0,No Deposit,317.0,2,5,0.0,0,0,1,64,78.94
0,No Deposit,74.0,0,2,0.0,0,0,0,0,109.0
0,No Deposit,165.0,2,4,0.0,0,0,0,0,72.25
0,No Deposit,76.0,0,2,0.0,0,0,1,0,60.0
0,No Deposit,0.0,1,0,0.0,0,0,0,0,140.0
0,No Deposit,1.0,0,1,0.0,0,0,0,0,221.0
0,No Deposit,214.0,0,2,0.0,0,0,0,0,96.25
0,No Deposit,99.0,2,1,0.0,0,0,1,0,250.0
0,No Deposit,3.0,1,3,0.0,0,0,0,0,95.0
0,No Deposit,210.0,1,2,0.0,0,0,2,0,183.75
0,No Deposit,70.0,0,4,0.0,0,0,0,0,78.0
0,No Deposit,176.0,1,2,0.0,0,0,0,0,107.1
0,No Deposit,68.0,2,1,0.0,0,0,0,0,80.75
0,No Deposit,6.0,0,4,0.0,0,0,0,0,91.8
0,No Deposit,138.0,2,6,0.0,0,0,0,0,99.0
0,No Deposit,11.0,0,2,0.0,0,0,0,0,121.0
0,No Deposit,29.0,2,6,0.0,0,0,0,0,116.5
0,No Deposit,9.0,0,2,0.0,0,0,0,0,56.0
0,No Deposit,5.0,0,2,1.0,0,1,0,0,39.0
0,No Deposit,312.0,2,5,0.0,0,0,0,0,56.0
0,No Deposit,151.0,1,3,0.0,0,0,0,0,90.09
0,No Deposit,131.0,2,0,0.0,0,0,0,0,48.0
0,No Deposit,24.0,2,5,0.0,0,0,0,0,85.0
0,No Deposit,130.0,2,0,0.0,0,0,0,0,160.0
0,No Deposit,1.0,0,1,0.0,0,0,0,0,65.0
0,No Deposit,7.0,1,3,0.0,0,0,0,0,47.0
0,No Deposit,224.0,2,3,0.0,0,0,0,0,89.1
0,No Deposit,53.0,2,1,0.0,0,0,0,0,160.0
0,No Deposit,114.0,1,4,0.0,0,0,0,0,129.6
0,No Deposit,6.0,2,5,0.0,0,0,0,0,130.23
0,No Deposit,3.0,1,2,0.0,0,0,0,0,123.0
0,No Deposit,,0,2,0.0,0,0,0,0,46.0
0,No Deposit,36.0,2,3,0.0,0,0,0,0,68.07
0,No Deposit,15.0,2,5,0.0,0,0,1,0,258.43
0,No Deposit,33.0,1,3,0.0,0,0,1,0,176.0
0,No Deposit,268.0,2,5,0.0,0,0,3,0,102.31
0,No Deposit,3.0,2,3,1.0,5,52,0,0,65.0
0,No Deposit,3.0,0,3,1.0,0,5,1,0,94.0
0,No Deposit,95.0,2,2,0.0,0,0,0,0,153.0
0,No Deposit,155.0,2,5,0.0,0,0,1,0,105.52
0,No Deposit,122.0,1,2,0.0,0,0,0,0,
0,No Deposit,168.0,2,1,0.0,0,0,0,0,117.0
0,No Deposit,0.0,0,0,1.0,0,0,0,0,0.0
0,No Deposit,103.0,0,1,0.0,0,0,1,0,99.9
0,No Deposit,71.0,2,5,0.0,0,0,0,0,89.25
0,No Deposit,24.0,0,3,0.0,0,0,0,0,81.0
0,No Deposit,271.0,0,2,0.0,0,0,1,0,84.0
0,No Deposit,16.0,2,3,0.0,0,0,0,0,170.0
0,No Deposit,42.0,1,2,0.0,0,0,1,0,62.8
0,No Deposit,46.0,2,5,0.0,0,0,0,0,156.0
0,No Deposit,98.0,1,2,0.0,0,0,0,0,70.0
0,No Deposit,17.0,0,2,0.0,0,0,0,0,234.0
0,No Deposit,36.0,1,2,0.0,0,0,0,0,109.0
0,No Deposit,2.0,0,1,0.0,0,0,0,0,108.0
0,No Deposit,46.0,0,2,0.0,0,0,0,0,198.0
0,No Deposit,88.0,2,5,0.0,0,0,0,0,
0,No Deposit,0.0,0,1,0.0,0,7,0,0,43.0
0,No Deposit,0.0,1,0,0.0,0,0,0,0,102.0
0,No Deposit,7.0,0,3,0.0,0,0,1,0,43.0
0,No Deposit,273.0,2,5,0.0,0,0,0,0,74.0
0,No Deposit,3.0,0,2,0.0,0,0,0,0,48.0
0,No Deposit,5.0,0,2,0.0,0,0,1,0,0.0
0,No Deposit,92.0,2,5,0.0,0,0,0,0,58.0
0,No Deposit,32.0,0,3,0.0,0,0,3,0,36.0
0,No Deposit,192.0,2,3,0.0,0,0,0,0,102.0
0,No Deposit,0.0,1,0,0.0,0,0,1,0,109.0
0,No Deposit,152.0,2,2,0.0,0,0,0,0,102.8
0,No Deposit,300.0,1,2,0.0,0,0,2,0,98.28
0,No Deposit,3.0,1,1,0.0,0,0,0,0,140.0
0,No Deposit,0.0,0,1,0.0,0,0,0,0,98.0
0,No Deposit,69.0,1,2,0.0,0,0,0,0,85.0
0,No Deposit,86.0,2,1,0.0,0,0,0,0,96.3
0,No Deposit,13.0,0,1,0.0,0,0,0,0,112.0
0,No Deposit,25.0,2,2,0.0,0,0,0,0,72.25
0,No Deposit,167.0,1,4,0.0,0,0,0,0,87.0
0,No Deposit,42.0,1,2,0.0,0,0,0,0,
0,No Deposit,0.0,0,2,0.0,0,0,0,0,139.0
0,No Deposit,92.0,2,2,0.0,0,0,0,0,77.6
0,No Deposit,28.0,1,5,0.0,0,0,0,0,88.4
0,No Deposit,70.0,0,5,0.0,0,0,0,0,154.0
0,No Deposit,6.0,1,3,0.0,0,0,0,0,88.35
0,No Deposit,39.0,0,1,0.0,0,0,0,0,60.0
0,No Deposit,1.0,1,1,0.0,0,0,1,0,183.0
0,No Deposit,0.0,0,2,0.0,0,0,0,0,85.0
0,No Deposit,7.0,2,4,0.0,0,0,1,0,71.0
0,No Deposit,48.0,0,2,0.0,0,0,0,0,160.0
0,No Deposit,210.0,2,3,0.0,0,0,0,0,90.95
0,No Deposit,2.0,0,3,0.0,0,0,0,0,150.33
0,No Deposit,135.0,1,2,0.0,0,0,0,0,90.0
0,No Deposit,161.0,1,2,0.0,0,0,0,0,155.0
0,No Deposit,0.0,0,1,0.0,0,0,0,0,138.0
0,No Deposit,101.0,0,2,0.0,0,0,1,0,68.0
0,No Deposit,111.0,1,1,0.0,0,0,0,0,
0,No Deposit,49.0,2,4,0.0,0,0,1,0,206.17
0,No Deposit,32.0,0,1,0.0,0,0,0,0,58.0
0,No Deposit,13.0,2,2,0.0,0,0,0,0,102.0
0,No Deposit,60.0,2,4,0.0,0,0,0,0,202.0
0,No Deposit,70.0,0,2,0.0,0,0,0,0,100.0
0,No Deposit,155.0,3,6,0.0,0,0,0,0,93.44
0,No Deposit,288.0,0,3,0.0,0,0,0,236,81.67
0,No Deposit,25.0,1,1,0.0,0,0,0,0,62.0
0,No Deposit,229.0,0,3,0.0,0,0,0,0,70.44
0,No Deposit,1.0,0,2,0.0,0,0,0,0,190.0
0,No Deposit,32.0,0,4,0.0,0,0,0,0,21.0
0,No Deposit,0.0,0,0,1.0,0,0,0,0,0.0
0,No Deposit,80.0,1,3,0.0,0,0,0,0,121.55
0,No Deposit,61.0,2,3,0.0,0,0,2,0,79.36
0,No Deposit,37.0,0,4,0.0,0,0,0,0,73.1
0,No Deposit,56.0,0,5,0.0,0,0,0,0,137.8
0,No Deposit,88.0,1,2,0.0,0,0,0,0,74.84
0,No Deposit,6.0,1,2,0.0,0,0,0,0,101.0
0,No Deposit,49.0,2,3,0.0,0,0,0,0,68.0
0,No Deposit,0.0,0,1,0.0,0,0,0,0,175.0
0,No Deposit,31.0,0,1,0.0,0,0,0,0,157.5
0,No Deposit,71.0,0,3,0.0,0,0,0,0,79.2
0,No Deposit,60.0,2,3,0.0,0,0,2,0,
0,No Deposit,15.0,1,3,0.0,0,0,0,0,100.73
0,No Deposit,414.0,0,2,0.0,0,0,0,0,122.4
0,No Deposit,100.0,0,3,0.0,0,0,0,0,125.0
0,No Deposit,3.0,0,1,0.0,0,0,0,0,131.0
0,No Deposit,111.0,0,3,0.0,0,0,1,0,105.4
0,No Deposit,1.0,0,1,0.0,0,0,0,0,186.0
0,No Deposit,132.0,1,2,0.0,0,0,0,0,117.0
0,No Deposit,0.0,0,2,0.0,0,0,0,0,101.0
0,No Deposit,45.0,2,1,0.0,0,0,0,0,134.1
0,No Deposit,84.0,1,5,0.0,0,0,1,0,74.6
0,No Deposit,42.0,0,3,0.0,0,0,0,0,74.0
0,No Deposit,199.0,0,2,0.0,0,0,0,0,95.0
0,No Deposit,0.0,1,0,0.0,0,0,0,0,89.0
0,No Deposit,36.0,2,8,0.0,0,0,0,0,83.76
0,No Deposit,233.0,1,1,0.0,0,0,0,0,60.0
0,No Deposit,84.0,2,1,0.0,0,0,0,0,125.1
0,No Deposit,151.0,0,3,0.0,0,0,1,63,71.0
0,No Deposit,14.0,2,2,0.0,0,0,0,0,
0,No Deposit,42.0,2,1,0.0,0,0,0,0,108.0
0,No Deposit,16.0,0,1,0.0,0,0,0,0,149.0
0,No Deposit,14.0,0,2,0.0,0,0,2,0,80.0
0,No Deposit,3.0,1,2,0.0,0,0,0,0,85.03
0,No Deposit,18.0,2,3,0.0,0,0,0,0,90.0
0,No Deposit,105.0,1,1,0.0,0,0,0,0,126.9
0,No Deposit,464.0,0,4,0.0,0,0,1,0,107.0
0,No Deposit,147.0,1,2,0.0,0,0,0,0,
0,No Deposit,3.0,0,1,0.0,0,0,0,0,130.5
0,No Deposit,0.0,1,0,0.0,0,0,0,0,140.0
0,No Deposit,113.0,1,2,0.0,0,0,0,0,79.2
0,No Deposit,180.0,6,15,0.0,0,0,0,0,53.0
0,No Deposit,95.0,0,2,0.0,0,0,0,0,98.0
0,No Deposit,316.0,0,3,0.0,0,0,0,0,
0,No Deposit,9.0,0,2,0.0,0,0,0,0,100.0
0,No Deposit,215.0,2,5,0.0,0,0,2,0,184.54
0,No Deposit,72.0,1,2,0.0,0,1,1,0,
0,No Deposit,151.0,0,2,0.0,0,0,2,63,70.0
0,No Deposit,21.0,0,1,0.0,0,0,0,0,165.0
0,No Deposit,0.0,0,1,0.0,0,0,0,0,89.0
0,No Deposit,11.0,1,2,0.0,0,0,0,0,89.0
0,No Deposit,1.0,1,2,0.0,0,0,1,0,95.33
0,No Deposit,63.0,1,0,0.0,0,0,0,0,75.6
0,No Deposit,8.0,0,1,0.0,0,0,0,0,130.0
0,No Deposit,11.0,0,1,0.0,0,0,0,0,196.0
0,No Deposit,36.0,0,3,0.0,0,0,0,0,146.67
0,No Deposit,73.0,0,1,0.0,0,1,1,0,62.5
0,No Deposit,201.0,2,3,0.0,0,0,0,0,82.45
0,No Deposit,23.0,0,4,0.0,0,0,0,0,116.03
0,No Deposit,62.0,2,2,0.0,0,0,0,0,80.1
0,No Deposit,241.0,1,2,0.0,0,0,0,0,60.0
0,No Deposit,11.0,1,2,0.0,0,0,0,0,79.2
0,No Deposit,5.0,2,3,0.0,0,1,0,0,
0,No Deposit,0.0,1,0,0.0,0,0,0,0,131.0
0,No Deposit,170.0,0,1,0.0,0,0,0,0,130.5
0,No Deposit,31.0,0,3,0.0,0,0,0,0,114.0
0,No Deposit,1.0,0,3,0.0,0,0,0,0,65.0
0,No Deposit,143.0,4,10,0.0,0,0,0,0,95.4
0,No Deposit,215.0,1,1,0.0,0,0,0,0,75.0
0,No Deposit,45.0,1,5,0.0,0,0,1,0,81.0
0,No Deposit,6.0,2,2,,0,0,0,0,101.0
0,No Deposit,99.0,2,1,0.0,0,0,0,0,150.67
0,No Deposit,24.0,2,2,0.0,0,0,1,0,128.0
0,No Deposit,414.0,0,2,0.0,0,0,0,0,122.4
0,No Deposit,61.0,2,1,0.0,0,0,0,0,55.96
0,No Deposit,91.0,1,1,0.0,0,0,0,0,113.4
0,No Deposit,265.0,0,4,0.0,0,0,0,176,99.0
0,No Deposit,19.0,1,1,0.0,0,0,0,0,151.2
0,No Deposit,68.0,2,3,0.0,0,0,0,0,69.91
0,No Deposit,66.0,0,3,0.0,0,0,0,0,149.4
0,No Deposit,281.0,2,1,0.0,0,0,1,174,96.0
0,No Deposit,90.0,2,5,0.0,0,0,0,0,56.63
0,No Deposit,207.0,1,3,0.0,0,0,0,0,37.8
0,No Deposit,0.0,0,1,0.0,0,0,0,0,91.0
0,No Deposit,14.0,2,5,0.0,0,0,1,0,91.0
0,No Deposit,40.0,0,3,0.0,0,0,0,0,85.0
0,No Deposit,70.0,2,8,0.0,0,0,1,0,203.95
0,No Deposit,3.0,2,1,0.0,0,0,0,0,75.0
0,No Deposit,4.0,0,1,0.0,0,0,0,0,75.46
0,No Deposit,27.0,2,3,0.0,0,0,1,0,143.3
0,No Deposit,0.0,0,1,0.0,0,0,0,0,45.1
0,No Deposit,12.0,0,3,1.0,0,1,0,0,98.0
0,No Deposit,21.0,0,1,0.0,0,0,0,0,209.0
0,No Deposit,4.0,1,3,0.0,0,0,0,0,179.0
0,No Deposit,4.0,2,1,0.0,0,0,0,0,45.33
0,No Deposit,140.0,0,3,0.0,0,0,2,87,65.0
0,No Deposit,2.0,0,1,0.0,0,0,0,0,87.0
0,No Deposit,1.0,0,2,0.0,0,0,0,0,36.0
0,No Deposit,3.0,0,1,0.0,0,0,0,0,48.0
0,No Deposit,1.0,1,1,0.0,0,0,0,0,71.69
0,No Deposit,15.0,1,5,0.0,0,0,0,0,70.0
0,No Deposit,23.0,0,3,0.0,0,0,0,0,176.67
0,No Deposit,13.0,1,2,0.0,0,0,0,0,107.4
0,No Deposit,47.0,2,1,0.0,0,0,0,0,62.0
0,No Deposit,0.0,0,1,0.0,0,0,0,0,78.0
0,No Deposit,145.0,0,2,0.0,0,0,0,0,118.8
0,No Deposit,127.0,0,1,0.0,0,0,0,0,45.05
0,No Deposit,147.0,1,2,0.0,0,0,0,0,84.58
0,No Deposit,76.0,0,4,0.0,0,0,0,0,108.0
0,No Deposit,180.0,0,3,0.0,0,0,0,0,
0,No Deposit,64.0,2,5,0.0,0,0,0,0,137.75
0,No Deposit,6.0,2,0,0.0,0,0,0,0,144.0
0,No Deposit,0.0,0,1,1.0,0,1,1,0,35.0
0,No Deposit,15.0,0,3,0.0,0,0,1,0,97.0
0,No Deposit,208.0,2,5,0.0,0,0,1,0,79.9
0,No Deposit,0.0,2,5,0.0,0,0,0,0,99.29
0,No Deposit,57.0,2,2,0.0,0,0,0,0,63.0
0,No Deposit,133.0,0,4,0.0,0,0,0,0,124.0
0,No Deposit,0.0,1,0,0.0,0,0,0,0,
0,No Deposit,3.0,1,1,0.0,0,0,0,0,58.0
0,No Deposit,55.0,0,1,0.0,0,0,0,0,79.0
0,No Deposit,9.0,0,1,0.0,0,0,0,0,39.0
0,No Deposit,26.0,3,5,0.0,0,0,1,0,397.38
0,No Deposit,29.0,0,3,,0,0,0,0,65.0
0,No Deposit,36.0,2,0,0.0,0,0,0,0,81.0
0,No Deposit,9.0,0,1,0.0,0,0,0,0,79.8
0,No Deposit,108.0,2,2,0.0,0,0,0,0,65.96
0,No Deposit,0.0,1,0,0.0,0,0,0,0,75.0
0,No Deposit,123.0,0,2,0.0,0,0,2,0,76.5
0,No Deposit,178.0,2,1,0.0,0,0,0,0,107.1
0,No Deposit,42.0,2,0,0.0,0,0,0,0,80.0
0,No Deposit,80.0,1,3,0.0,0,0,0,0,60.0
0,No Deposit,260.0,1,0,0.0,0,0,0,0,67.5
0,No Deposit,125.0,2,1,0.0,0,0,0,0,101.49
0,No Deposit,44.0,2,1,0.0,0,0,0,0,95.0
0,No Deposit,141.0,1,0,0.0,0,0,0,0,90.0
0,No Deposit,6.0,0,1,1.0,1,6,0,0,65.0
0,No Deposit,149.0,2,5,0.0,0,0,0,0,80.47
0,No Deposit,74.0,2,2,0.0,0,0,0,0,126.3
0,No Deposit,14.0,1,3,0.0,0,0,0,0,210.0
0,No Deposit,6.0,0,1,1.0,0,4,1,0,105.0
0,No Deposit,8.0,0,1,0.0,0,0,0,0,150.0
0,No Deposit,0.0,1,0,0.0,0,0,0,0,164.0
0,No Deposit,8.0,0,1,0.0,0,0,0,0,43.0
0,No Deposit,230.0,1,3,0.0,0,0,0,0,72.75
0,No Deposit,21.0,1,1,0.0,0,0,0,0,83.0
0,No Deposit,262.0,1,3,0.0,0,0,1,0,65.5
0,No Deposit,56.0,1,3,0.0,0,0,0,0,74.8
0,No Deposit,8.0,1,0,1.0,0,1,0,0,0.0
0,No Deposit,20.0,2,5,0.0,0,0,0,0,161.0
0,No Deposit,34.0,3,7,0.0,0,0,1,0,56.7
0,No Deposit,219.0,0,2,0.0,0,0,1,0,136.1
0,No Deposit,211.0,1,1,0.0,0,0,0,0,
0,No Deposit,5.0,0,2,1.0,3,24,0,0,
0,No Deposit,134.0,1,0,0.0,0,0,0,0,116.1
0,No Deposit,140.0,2,2,0.0,0,0,0,0,130.0
0,No Deposit,396.0,2,0,0.0,0,0,0,0,122.4
0,No Deposit,157.0,2,2,0.0,0,0,0,0,117.68
0,No Deposit,0.0,0,1,0.0,0,0,0,0,126.0
0,No Deposit,39.0,2,5,0.0,0,0,0,0,72.0
0,No Deposit,105.0,2,4,0.0,0,0,2,0,232.4
0,No Deposit,0.0,0,1,0.0,0,0,0,0,136.0
0,No Deposit,7.0,0,3,0.0,0,0,0,0,195.67
0,No Deposit,2.0,0,1,0.0,0,0,1,0,108.0
0,No Deposit,74.0,2,3,0.0,0,0,1,0,269.0
0,No Deposit,84.0,6,19,0.0,0,0,0,0,
0,No Deposit,165.0,0,4,0.0,0,0,0,122,0.0
0,No Deposit,71.0,2,6,0.0,0,0,0,0,113.0
0,No Deposit,68.0,2,0,0.0,0,0,0,0,75.0
0,No Deposit,40.0,1,2,0.0,0,0,0,0,55.0
0,No Deposit,1.0,1,0,,0,0,1,0,
0,No Deposit,95.0,2,2,0.0,0,0,0,0,162.0
0,No Deposit,6.0,1,2,0.0,0,0,1,0,
0,No Deposit,1.0,2,5,0.0,0,0,0,0,54.43
0,No Deposit,21.0,2,2,0.0,0,0,0,0,187.0
0,No Deposit,186.0,0,3,0.0,0,0,0,0,126.0
0,No Deposit,0.0,0,2,,0,0,0,0,
0,No Deposit,227.0,2,2,0.0,0,0,0,0,153.75
0,No Deposit,2.0,1,2,0.0,0,0,0,0,145.67
0,No Deposit,61.0,2,5,0.0,0,0,0,0,160.0
0,No Deposit,38.0,0,4,0.0,0,0,0,0,139.95
0,No Deposit,74.0,1,1,0.0,0,0,0,0,198.0
0,No Deposit,6.0,0,3,0.0,0,0,0,0,
0,No Deposit,3.0,3,5,0.0,0,0,0,0,80.0
0,No Deposit,36.0,0,2,0.0,0,0,0,0,
0,No Deposit,191.0,0,3,0.0,0,0,2,0,95.0
0,No Deposit,38.0,2,3,0.0,0,0,0,0,60.0
0,No Deposit,64.0,2,3,0.0,0,0,0,0,112.2
0,No Deposit,26.0,1,1,0.0,0,0,0,0,104.0
0,No Deposit,75.0,0,4,0.0,0,0,0,0,149.4
0,No Deposit,14.0,2,3,0.0,0,0,0,0,83.0
0,No Deposit,4.0,1,0,,0,0,0,0,144.0
0,No Deposit,43.0,0,2,0.0,0,0,2,0,75.38
0,No Deposit,2.0,0,2,1.0,1,7,0,0,0.0
0,No Deposit,191.0,0,4,0.0,0,0,0,0,162.0
0,No Deposit,13.0,1,1,0.0,0,5,0,0,87.0
0,No Deposit,81.0,2,5,0.0,0,0,0,0,190.29
0,No Deposit,13.0,1,3,0.0,0,0,1,0,85.32
0,No Deposit,311.0,1,4,0.0,0,0,0,0,123.3
0,No Deposit,234.0,1,2,0.0,0,0,0,0,82.4
0,No Deposit,107.0,2,5,0.0,0,0,0,0,80.43
0,No Deposit,34.0,0,1,0.0,0,0,1,0,75.0
0,No Deposit,208.0,2,5,0.0,0,0,0,0,77.23
0,No Deposit,62.0,0,3,0.0,0,0,0,0,117.0
0,No Deposit,0.0,0,2,0.0,0,0,1,0,105.75
