school,sex,paid,activities,famrel,freetime,goout,Dalc,Walc,health,absences,grade
1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,5.0,11.0,11.0
1.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,2.0,3.0,0.0,15.0
1.0,0.0,0.0,0.0,5.0,4.0,3.0,1.0,1.0,5.0,12.0,12.0
1.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,6.0,18.0
1.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,4.0,8.0,14.0
1.0,1.0,1.0,0.0,4.0,4.0,3.0,1.0,3.0,5.0,4.0,12.0
1.0,0.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,0.0,6.0
1.0,0.0,1.0,0.0,4.0,4.0,5.0,1.0,2.0,2.0,10.0,9.0
1.0,0.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,3.0,0.0,14.0
1.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,2.0,1.0,5.0,16.0
1.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,1.0,4.0,14.0,11.0
1.0,1.0,1.0,0.0,4.0,1.0,1.0,2.0,2.0,5.0,0.0,11.0
1.0,0.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,3.0,0.0,14.0
1.0,0.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,5.0,0.0,17.0
1.0,1.0,0.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,20.0,14.0
1.0,0.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,3.0,8.0,13.0
1.0,1.0,0.0,1.0,5.0,5.0,3.0,1.0,1.0,5.0,0.0,18.0
1.0,1.0,1.0,0.0,4.0,3.0,4.0,1.0,1.0,4.0,38.0,8.0
1.0,1.0,0.0,1.0,4.0,5.0,3.0,1.0,2.0,5.0,0.0,13.0
1.0,0.0,0.0,1.0,4.0,4.0,3.0,1.0,3.0,3.0,18.0,11.0
1.0,0.0,0.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,0.0,6.0
1.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,1.0,2.0,20.0,13.0
1.0,1.0,0.0,0.0,4.0,5.0,2.0,2.0,2.0,4.0,3.0,12.0
1.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,2.0,1.0,22.0,11.0
1.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,3.0,14.0,14.0
1.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,3.0,40.0,12.0
1.0,0.0,1.0,1.0,5.0,3.0,3.0,1.0,2.0,1.0,0.0,5.0
1.0,0.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,5.0,9.0,9.0
1.0,0.0,1.0,1.0,4.0,3.0,4.0,2.0,5.0,5.0,0.0,11.0
1.0,0.0,1.0,0.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0,11.0
1.0,0.0,1.0,0.0,5.0,2.0,2.0,1.0,2.0,5.0,23.0,13.0
1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,3.0,12.0,10.0
1.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,11.0
1.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,3.0,5.0,1.0,14.0
1.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,15.0
1.0,1.0,0.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,11.0
1.0,1.0,0.0,1.0,4.0,3.0,5.0,3.0,5.0,5.0,3.0,15.0
1.0,1.0,0.0,0.0,4.0,4.0,5.0,5.0,5.0,4.0,8.0,10.0
1.0,0.0,1.0,1.0,5.0,4.0,4.0,1.0,3.0,4.0,7.0,9.0
1.0,0.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,14.0
1.0,1.0,0.0,1.0,4.0,5.0,5.0,2.0,4.0,5.0,2.0,8.0
1.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,1.0,5.0,7.0,13.0
1.0,0.0,0.0,1.0,5.0,3.0,4.0,1.0,1.0,4.0,0.0,2.0
1.0,0.0,0.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,0.0,5.0
1.0,0.0,0.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,0.0,6.0
1.0,0.0,0.0,0.0,4.0,4.0,5.0,1.0,3.0,5.0,16.0,15.0
1.0,0.0,1.0,0.0,5.0,4.0,3.0,1.0,2.0,5.0,12.0,13.0
1.0,0.0,1.0,0.0,4.0,3.0,2.0,2.0,3.0,2.0,0.0,5.0
1.0,0.0,0.0,0.0,5.0,3.0,3.0,1.0,1.0,1.0,7.0,16.0
1.0,0.0,1.0,0.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,10.0
1.0,0.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,11.0
1.0,1.0,0.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,7.0
1.0,1.0,0.0,1.0,4.0,3.0,3.0,1.0,3.0,5.0,11.0,15.0
1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,4.0,0.0,6.0
1.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,2.0,3.0,4.0,10.0
1.0,0.0,0.0,0.0,5.0,4.0,3.0,2.0,3.0,1.0,7.0,13.0
1.0,1.0,0.0,0.0,5.0,3.0,2.0,1.0,2.0,4.0,9.0,16.0
1.0,1.0,1.0,0.0,5.0,4.0,5.0,2.0,3.0,5.0,0.0,10.0
1.0,0.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,4.0,0.0,14.0
0.0,1.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,10.0,12.0
0.0,1.0,0.0,0.0,5.0,4.0,4.0,3.0,3.0,2.0,8.0,8.0
0.0,1.0,1.0,0.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,13.0
0.0,1.0,0.0,0.0,4.0,3.0,3.0,2.0,3.0,3.0,7.0,8.0
0.0,1.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,8.0
0.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,3.0,2.0,4.0,12.0
0.0,0.0,0.0,0.0,5.0,3.0,4.0,1.0,1.0,5.0,0.0,9.0
0.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,5.0,4.0,13.0
0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,2.0,12.0
0.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,10.0
0.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,1.0,4.0,0.0,17.0
0.0,0.0,0.0,0.0,4.0,3.0,4.0,1.0,4.0,5.0,0.0,13.0
0.0,1.0,0.0,1.0,4.0,4.0,3.0,2.0,3.0,5.0,2.0,12.0
0.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,3.0,3.0,0.0,11.0
0.0,0.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,0.0,15.0
0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,3.0,0.0,12.0
0.0,1.0,1.0,0.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,10.0
0.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,2.0,5.0,0.0,13.0
0.0,0.0,1.0,0.0,5.0,2.0,1.0,1.0,2.0,1.0,0.0,4.0
0.0,0.0,1.0,0.0,5.0,2.0,3.0,1.0,2.0,4.0,0.0,10.0
0.0,0.0,1.0,0.0,3.0,2.0,2.0,4.0,2.0,5.0,10.0,12.0
0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,8.0
0.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,13.0
0.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,8.0,12.0
0.0,0.0,0.0,1.0,3.0,5.0,5.0,1.0,3.0,1.0,14.0,5.0
0.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,1.0,1.0,0.0,19.0
0.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,9.0
0.0,0.0,1.0,0.0,5.0,4.0,3.0,1.0,1.0,3.0,4.0,15.0
0.0,0.0,1.0,1.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,9.0
0.0,0.0,1.0,0.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,15.0
0.0,0.0,1.0,1.0,4.0,5.0,4.0,2.0,3.0,1.0,17.0,10.0
0.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,2.0,4.0,14.0
0.0,1.0,0.0,1.0,4.0,4.0,3.0,1.0,3.0,5.0,5.0,7.0
0.0,1.0,0.0,1.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,11.0
0.0,1.0,0.0,0.0,4.0,3.0,2.0,1.0,3.0,5.0,0.0,4.0
0.0,1.0,1.0,0.0,5.0,4.0,3.0,4.0,3.0,3.0,14.0,5.0
0.0,0.0,1.0,0.0,5.0,3.0,3.0,1.0,3.0,4.0,2.0,10.0
0.0,0.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,5.0,7.0,6.0
0.0,0.0,0.0,1.0,5.0,4.0,2.0,1.0,2.0,5.0,0.0,4.0
0.0,0.0,1.0,0.0,4.0,3.0,4.0,1.0,1.0,1.0,0.0,8.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,4.0
0.0,1.0,1.0,0.0,5.0,5.0,4.0,4.0,5.0,4.0,11.0,9.0
0.0,1.0,0.0,0.0,2.0,4.0,5.0,3.0,4.0,2.0,3.0,15.0
0.0,1.0,0.0,0.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,8.0
0.0,1.0,0.0,0.0,4.0,4.0,1.0,3.0,4.0,5.0,0.0,11.0
0.0,1.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,9.0
