ID,Year_Birth,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
9336,1969,Widow,62187.0,0,1,512,0,83,0,0,3,6,2,10,4
2958,1978,Married,28442.0,2,0,19,3,10,11,8,3,2,1,4,4
933,1978,Married,37717.0,1,0,9,0,6,4,1,1,1,0,2,9
5837,1967,Married,51479.0,1,1,247,8,160,6,8,7,6,3,6,7
10704,1969,Single,54803.0,0,1,404,0,92,28,27,2,6,2,9,4
5125,1960,Married,79530.0,0,0,333,0,815,129,42,1,4,10,11,2
4432,1976,Divorced,31615.0,1,0,2,3,20,6,11,2,2,0,3,7
5955,1962,Together,72025.0,0,0,833,33,549,151,133,1,4,3,8,3
2928,1975,Single,52614.0,0,1,789,0,142,12,9,2,2,4,8,8
5680,1984,Married,35684.0,1,0,10,4,7,0,6,1,1,0,3,6
10313,1975,Married,48178.0,1,1,159,4,45,6,2,6,5,1,4,8
2557,1970,Single,29548.0,1,0,7,1,6,3,1,1,1,1,2,4
1245,1966,Single,63810.0,0,1,977,12,253,16,12,4,4,3,12,8
1519,1972,Single,38578.0,1,1,38,4,22,3,3,3,3,0,3,8
10703,1975,Single,46098.0,1,1,57,0,27,0,0,4,3,2,2,8
1726,1970,Single,22585.0,0,0,3,9,15,13,2,1,1,1,2,9
4459,1989,Single,30279.0,1,0,10,4,14,4,4,1,1,0,3,8
1729,1961,Together,66426.0,0,1,1043,24,97,32,24,2,3,5,10,6
1517,1969,Single,30822.0,1,0,3,9,13,2,12,1,1,0,3,7
2098,1969,Married,33581.0,2,0,11,0,5,0,0,1,1,0,2,8
9543,1985,Married,19986.0,1,0,3,6,5,0,2,1,0,0,3,7
6878,1954,Widow,27421.0,0,0,43,12,96,78,40,3,4,1,6,7
3310,1973,Married,35688.0,2,1,73,3,90,12,1,7,4,1,4,8
2724,1981,Single,36143.0,1,0,12,0,1,0,0,1,0,1,2,3
948,1971,Single,10245.0,1,0,4,7,7,6,4,3,1,2,2,5
6720,1968,Together,43795.0,0,1,314,11,53,4,3,3,7,3,4,7
6202,1960,Together,63381.0,0,1,571,50,142,33,50,4,4,5,13,2
2066,1949,Together,38823.0,0,1,70,0,11,2,8,1,2,1,3,6
9799,1968,Divorced,83664.0,1,1,866,21,151,28,21,3,2,2,12,5
8318,1979,Together,90300.0,0,0,594,134,786,33,134,0,5,6,8,1
5642,1979,Together,62499.0,1,0,140,4,61,0,13,2,3,1,6,4
2669,1993,Single,74293.0,0,0,375,152,335,93,91,1,5,4,6,2
455,1946,Married,51012.0,0,0,102,9,63,2,9,1,4,1,4,6
7683,1968,Married,70777.0,0,1,554,35,113,0,7,3,5,3,12,3
3428,1991,Together,68682.0,0,0,919,0,505,99,30,1,4,9,10,2
7414,1971,Married,43824.0,1,1,96,1,42,12,3,4,3,1,4,8
6354,1984,Together,15345.0,1,0,5,2,16,3,2,2,1,1,2,8
798,1987,Single,23442.0,1,0,2,0,6,8,6,1,1,0,3,7
8213,1980,Together,14515.0,1,0,6,4,9,6,36,4,2,2,3,7
2488,1956,Divorced,31395.0,1,1,23,1,25,0,8,4,2,1,3,6
9999,1965,Together,75276.0,0,0,610,105,125,137,42,1,9,4,9,5
7617,1974,Single,42373.0,1,1,67,5,61,3,8,5,2,1,5,5
615,1960,Together,30507.0,0,0,65,36,74,38,20,1,5,1,4,7
2552,1955,Single,55521.0,1,2,416,0,26,0,0,9,6,3,6,7
194,1965,Married,48006.0,1,1,23,0,11,3,2,1,1,0,3,6
3645,1972,Single,27213.0,1,0,19,3,26,10,9,3,2,0,4,8
8890,1971,Divorced,65808.0,1,1,155,7,80,13,7,3,5,1,5,6
5049,1974,Together,30351.0,1,0,14,0,24,3,3,1,3,0,2,9
9973,1963,Married,50437.0,0,2,370,9,92,6,9,3,7,1,8,7
7301,1982,Single,23616.0,1,0,4,22,11,3,7,2,3,0,3,8
10882,1976,Married,53858.0,0,1,407,53,221,58,150,4,4,3,6,4
7030,1955,Married,66465.0,0,1,1200,0,204,38,29,3,11,9,12,6
7422,1987,Single,46923.0,1,0,85,44,54,102,78,3,5,1,7,7
3523,1962,Together,75072.0,0,1,583,34,309,0,22,2,5,4,8,3
7106,1943,Married,75865.0,0,0,483,0,591,156,0,1,3,5,10,1
6504,1975,Together,19789.0,1,0,2,5,9,28,6,3,2,1,3,5
5067,1994,Together,80134.0,0,0,966,26,282,52,26,1,2,7,11,5
4216,1981,Single,91065.0,0,0,822,114,108,179,137,1,7,9,9,3
8581,1971,Married,49505.0,1,1,604,0,100,19,0,9,10,2,8,8
5929,1973,Married,37401.0,1,0,19,3,19,3,1,2,2,0,3,7
3129,1983,Married,30096.0,1,0,5,3,11,12,5,1,2,0,3,6
6528,1982,Together,18492.0,1,0,2,2,2,2,1,1,1,0,2,8
1361,1974,Married,82584.0,0,0,1076,68,103,29,91,1,3,4,8,1
6932,1941,Married,93027.0,0,0,1285,42,716,55,0,0,7,10,5,2
7284,1953,Married,48686.0,1,2,10,0,7,2,0,1,1,0,2,8
1340,1986,Married,92910.0,0,0,551,137,792,179,103,1,6,7,13,1
8746,1989,Married,75433.0,1,0,800,0,297,0,34,2,2,5,10,6
5987,1989,Together,10404.0,1,0,2,2,11,10,6,2,1,0,4,5
3767,1968,Married,61314.0,0,1,378,0,189,97,172,2,5,5,12,3
3725,1961,Single,84865.0,0,0,1248,16,349,43,16,1,2,4,9,4
4324,1989,Married,42387.0,1,0,235,0,235,19,4,5,8,1,7,8
238,1967,Together,67309.0,1,1,515,47,181,149,95,15,9,6,9,7
6694,1964,Married,75236.0,0,1,438,66,400,12,38,1,8,3,13,4
498,1970,Single,30015.0,1,0,25,0,22,2,3,2,1,0,4,5
9347,1956,Together,50943.0,0,1,31,0,7,2,0,1,1,0,3,5
9699,1966,Divorced,67272.0,0,1,357,35,271,28,28,3,6,2,12,5
10664,1949,Widow,51529.0,0,1,400,4,35,6,0,2,9,1,5,8
5455,1971,Married,32011.0,1,0,99,0,15,2,1,3,2,1,4,7
456,1986,Married,7500.0,1,0,1,11,5,4,6,2,2,0,3,8
5012,1989,Married,28691.0,1,0,5,4,13,8,0,1,1,0,3,8
7495,1948,Married,56223.0,0,1,77,28,31,16,0,2,2,1,5,4
5029,1946,Married,18100.0,0,0,3,1,2,4,3,1,0,0,3,5
10642,1989,Single,30279.0,1,0,10,4,14,4,4,1,1,0,3,8
2106,1974,Married,20130.0,0,0,0,6,3,7,6,1,1,0,3,8
10364,1959,Divorced,23295.0,0,0,0,0,1,2,12,1,1,0,2,8
5954,1972,Divorced,42618.0,1,0,76,14,74,13,5,2,5,0,4,8
1137,1964,Single,81246.0,0,0,398,190,537,61,156,1,4,5,7,1
2541,1976,Married,24027.0,1,0,14,7,11,11,0,2,2,0,3,8
1142,1953,Married,55707.0,0,1,208,7,82,30,66,2,3,2,9,3
2276,1955,Single,57959.0,0,1,430,16,322,43,24,5,4,7,11,3
2807,1969,Married,56796.0,0,1,656,38,161,62,47,3,8,9,7,7
6471,1971,Single,36230.0,1,0,14,2,30,8,2,1,2,0,4,5
6131,1980,Married,70829.0,1,1,141,70,106,72,19,2,4,2,8,3
6233,1976,Married,65991.0,0,1,507,19,364,25,47,3,9,5,10,7
4148,1972,Married,38988.0,1,2,164,24,103,12,3,7,5,1,6,8
4947,1966,Single,89572.0,0,0,606,24,974,197,194,1,7,7,9,4
3225,1984,Married,42207.0,1,0,116,11,72,3,17,4,4,1,5,6
7540,1952,Married,50300.0,0,1,143,15,60,24,23,2,2,1,8,2
10648,1982,Together,66664.0,0,0,398,96,447,220,96,1,5,7,6,3
1992,1964,Married,60597.0,0,1,522,0,257,32,16,4,2,2,8,7
7851,1949,Widow,70165.0,0,0,161,0,253,199,191,1,3,7,11,1
8594,1958,Widow,50520.0,0,1,112,0,6,2,1,2,3,1,3,6
7059,1963,Married,80124.0,0,0,483,84,398,205,84,1,3,7,8,1
2815,1975,Married,33183.0,1,0,7,5,39,17,15,2,4,0,3,7
2416,1969,Single,66582.0,0,0,789,25,420,16,38,1,2,8,9,1
7999,1955,Together,75261.0,0,0,1239,17,413,23,34,1,5,6,5,2
9213,1970,Widow,31880.0,1,0,4,1,5,2,0,1,1,0,2,8
9697,1951,Married,53790.0,0,2,335,42,127,28,5,3,7,2,8,6
3916,1971,Together,49269.0,1,0,639,8,166,11,8,3,7,3,12,7
2021,1975,Married,61456.0,0,1,563,76,384,84,192,4,6,10,13,4
1581,1980,Married,37406.0,1,0,2,0,8,2,2,1,1,0,2,8
564,1981,Together,56937.0,1,0,746,8,125,11,8,7,8,6,9,6
6619,1978,Married,38415.0,1,1,22,1,13,4,0,2,1,0,3,7
9081,1988,Single,20518.0,1,0,4,1,6,4,1,1,1,1,2,5
178,1956,Married,62503.0,0,1,478,0,193,110,75,4,8,3,11,5
916,1972,Single,41644.0,1,1,20,3,4,2,0,2,1,0,3,3
5512,1977,Married,55842.0,0,1,451,0,39,0,4,1,7,1,8,5
8970,1972,Married,62010.0,0,1,371,22,39,6,0,4,6,2,7,5
10581,1977,Married,41124.0,1,0,281,7,84,15,0,7,7,3,4,8
5300,1973,Married,38961.0,1,0,19,7,19,0,1,1,2,1,2,7
5154,1972,Divorced,37760.0,1,0,26,3,13,2,10,1,2,0,3,6
8346,1974,Single,32233.0,1,0,138,15,35,25,11,2,6,2,2,9
1676,1975,Married,43057.0,0,1,213,2,44,0,2,4,4,2,5,5
9286,1960,Together,83151.0,0,0,407,28,100,120,74,1,5,9,4,3
2426,1964,Divorced,78825.0,0,0,483,74,114,169,37,1,5,10,13,3
5172,1976,Together,65104.0,0,1,738,0,232,13,20,2,3,5,7,7
5562,1974,Married,60093.0,0,1,502,12,109,16,6,2,7,2,10,6
3436,1969,Married,14045.0,1,0,11,0,5,2,1,1,1,0,3,7
3921,1952,Widow,28457.0,0,0,24,1,108,29,29,1,4,1,4,8
3403,1958,Together,78952.0,0,1,1170,19,594,99,76,2,2,5,12,6
22,1976,Divorced,46310.0,1,0,185,2,88,15,5,2,6,1,5,8
10965,1955,Together,76005.0,0,0,983,20,389,240,50,1,3,5,13,6
9426,1964,Single,58308.0,0,1,691,0,69,10,0,4,2,6,3,8
6605,1944,Divorced,55614.0,0,0,504,13,131,8,0,1,9,4,6,7
3136,1962,Divorced,59432.0,0,1,317,25,265,25,19,3,5,3,11,5
8737,1978,Divorced,55563.0,0,1,29,1,9,2,0,1,2,0,3,3
11088,1971,Together,78642.0,0,1,1396,0,322,46,35,1,4,9,4,6
716,1949,Together,67911.0,0,1,529,0,356,63,28,3,6,7,11,3
466,1944,Married,65275.0,0,0,388,14,218,91,14,1,4,3,13,2
9135,1950,Together,27203.0,1,1,13,2,21,4,0,2,1,1,2,8
10623,1961,Together,48330.0,0,1,28,0,4,0,0,1,1,0,3,5
8151,1990,Married,24279.0,0,0,16,36,21,20,62,1,4,1,3,8
5140,1985,Married,64355.0,1,0,1047,0,140,67,38,2,4,3,12,8
10160,1956,Together,50943.0,0,1,31,0,7,2,0,1,1,0,3,5
4945,1953,Widow,53653.0,0,0,815,10,239,28,10,2,10,4,12,6
10584,1976,Married,65665.0,0,1,225,162,387,106,36,1,5,10,8,3
6071,1989,Single,81217.0,0,0,493,70,324,146,40,1,3,7,11,1
3386,1992,Married,34935.0,0,0,34,4,66,3,10,1,2,1,4,7
8939,1959,Divorced,61250.0,0,1,382,138,65,60,26,6,5,2,12,5
9925,1981,Together,39665.0,1,0,127,1,56,0,1,3,4,2,3,7
4320,1979,Single,60152.0,0,1,325,83,300,86,58,1,6,4,12,3
5389,1964,Married,48920.0,0,2,238,17,68,8,10,3,6,2,5,7
6036,1959,Together,89120.0,0,0,1168,92,408,72,129,1,5,6,7,1
182,1946,Together,44124.0,0,1,284,0,55,0,6,4,6,2,5,8
203,1975,Single,81169.0,0,0,1288,20,613,80,61,1,5,7,9,2
11025,1961,Married,36443.0,1,1,65,0,46,4,3,4,3,1,3,8
10203,1990,Single,26095.0,1,0,11,7,9,3,1,1,1,0,3,7
4607,1959,Together,71367.0,0,0,227,23,389,42,21,1,4,5,7,2
3711,1944,Married,80184.0,0,0,1035,134,670,25,38,1,6,3,10,3
3696,1965,Divorced,30630.0,1,1,27,1,12,2,0,2,2,0,3,7
2532,1987,Single,73454.0,0,0,982,73,351,56,14,1,2,4,6,5
9214,1991,Married,42691.0,0,0,179,2,64,38,17,1,5,1,6,5
4943,1953,Married,70503.0,0,0,1379,33,216,0,33,1,2,4,9,6
35,1987,Married,25545.0,1,0,32,1,64,16,12,3,2,2,3,6
2258,1986,Married,32880.0,1,0,8,4,15,7,6,1,1,0,3,8
4322,1958,Together,77863.0,0,0,881,38,319,16,25,1,4,5,10,2
713,1977,Married,50353.0,0,0,141,15,153,67,31,1,4,4,6,3
4702,1964,Single,61839.0,0,0,1000,155,379,224,17,1,4,8,4,8
3281,1960,Married,49154.0,1,1,206,10,67,30,27,6,4,1,8,6
702,1975,Widow,47682.0,0,1,162,61,83,97,57,4,4,3,8,5
2004,1969,Single,72679.0,0,1,619,54,260,127,54,1,4,7,5,1
4769,1977,Together,57954.0,1,1,456,4,24,0,0,7,8,2,6,7
4437,1962,Married,65316.0,1,1,112,6,92,3,9,2,3,2,5,4
8724,1982,Single,28567.0,1,0,11,3,22,2,2,2,2,0,3,6
10741,1951,Together,47352.0,0,1,172,12,112,8,0,4,6,1,5,7
1991,1967,Together,44931.0,0,1,78,0,11,0,0,1,2,1,3,5
6931,1967,Divorced,76982.0,0,0,464,151,292,65,60,1,8,3,4,4
11096,1952,Together,57247.0,0,1,99,4,32,37,54,2,2,1,7,2
304,1981,Single,22944.0,1,0,19,3,19,4,5,3,3,0,3,7
3665,1977,Together,25315.0,1,0,1,9,8,11,3,3,3,0,3,8
10591,1969,Widow,43638.0,0,1,63,10,83,7,19,2,4,1,4,7
5036,1984,Single,42710.0,1,0,252,3,42,4,3,2,4,5,3,6
5547,1982,Married,84169.0,0,0,1478,19,403,0,19,1,7,6,6,3
7822,1976,Together,54058.0,0,1,198,18,252,32,108,2,4,6,8,3
8541,1990,Married,24683.0,1,0,8,4,10,6,7,2,2,0,4,5
10955,1964,Widow,85620.0,0,0,416,46,925,60,107,1,3,6,4,1
4368,1980,Married,47850.0,1,0,42,7,43,20,12,1,3,0,4,6
9671,1968,Married,19514.0,1,1,14,3,21,2,1,4,3,1,2,8
2256,1973,Married,27159.0,1,1,17,0,3,0,0,2,1,0,3,6
4279,1963,Single,39548.0,1,1,15,4,10,3,4,2,1,1,3,3
5371,1989,Single,21474.0,1,0,6,16,24,11,0,2,3,1,2,7
9240,1971,Single,60504.0,0,1,458,0,24,6,4,2,6,2,8,6
9460,1963,Married,22419.0,0,0,30,3,47,19,21,1,3,2,2,8
9504,1949,Married,81698.0,0,0,179,28,520,111,123,1,3,8,13,1
8692,1952,Together,43462.0,1,1,90,17,97,15,6,6,4,1,5,8
448,1978,Single,54880.0,1,0,308,85,137,102,45,2,6,2,11,5
8314,1982,Married,79908.0,0,0,557,129,761,29,185,1,5,6,7,2
8420,1970,Married,15315.0,0,0,7,4,13,15,8,2,2,0,4,5
3174,1959,Together,87771.0,0,1,1492,38,287,50,57,1,5,10,4,6
7685,1978,Married,33039.0,1,0,30,8,12,8,8,1,2,0,4,5
3179,1980,Single,81741.0,0,0,249,153,940,58,134,0,6,6,7,2
9780,1971,Together,71499.0,0,1,465,25,132,136,0,2,8,3,13,4
10681,1970,Married,62466.0,0,1,129,129,259,168,121,5,6,3,12,4
10232,1963,Divorced,48799.0,0,1,174,18,81,28,6,3,3,2,7,3
4184,1950,Together,52157.0,0,1,189,2,29,3,2,2,3,2,5,4
9120,1962,Single,66565.0,0,1,747,10,161,65,40,4,4,2,9,8
891,1951,Together,29298.0,1,1,6,0,2,2,0,1,1,0,2,5
10381,1979,Single,47691.0,0,1,14,0,3,0,0,1,1,0,2,6
3525,1970,Together,38200.0,1,1,12,0,4,0,0,1,1,0,2,7
6818,1974,Married,44989.0,0,1,98,0,106,49,10,5,5,1,5,6
3526,1968,Married,38443.0,1,1,32,0,5,0,0,2,1,0,3,7
8181,1978,Single,38593.0,1,0,51,12,49,17,24,3,4,1,3,8
1029,1970,Together,64413.0,0,1,200,5,44,0,10,1,5,1,5,5
7369,1981,Married,36959.0,1,0,25,6,25,6,0,2,2,0,3,8
2574,1977,Married,61996.0,0,1,1050,12,144,0,0,3,6,4,8,5
8159,1968,Married,51287.0,1,1,117,0,22,13,0,3,4,1,3,7
1160,1970,Married,13260.0,1,1,9,4,17,10,2,4,3,0,3,8
10242,1966,Together,47472.0,1,1,56,0,11,0,0,2,2,0,4,5
5253,1956,Together,54603.0,1,1,145,13,46,17,2,6,4,2,4,7
5966,1974,Married,45207.0,1,1,203,0,10,0,0,5,3,1,6,6
5314,1951,Together,40689.0,0,1,270,3,27,39,6,7,7,1,5,8
5081,1967,Together,47821.0,1,1,9,0,16,6,6,1,1,0,3,8
5123,1951,Married,27450.0,0,0,37,12,23,8,11,1,2,1,3,7
5756,1983,Together,39453.0,1,0,46,0,7,0,0,2,2,0,3,6
8036,1971,Together,26850.0,1,1,31,1,13,7,2,4,2,1,4,4
9058,1955,Widow,79800.0,0,0,1060,21,530,32,0,1,5,11,5,3
5057,1961,Married,61794.0,0,1,264,47,188,54,47,2,4,4,10,2
254,1955,Together,53863.0,0,1,399,4,30,6,4,3,7,1,7,7
4179,1959,Together,24221.0,0,0,8,9,9,2,5,1,1,1,3,4
3710,1984,Single,39684.0,1,0,19,0,35,6,4,2,2,1,2,7
7627,1975,Married,92163.0,0,0,817,183,797,106,163,0,5,11,5,2
4501,1965,Single,69882.0,0,0,292,127,635,132,127,1,3,7,9,1
6424,1977,Together,33178.0,1,0,12,6,2,11,2,1,1,0,3,4
3075,1972,Married,59973.0,0,0,130,30,168,20,34,1,3,4,7,1
4992,1975,Together,17459.0,1,0,6,4,16,3,10,3,3,1,2,7
5252,1969,Divorced,23910.0,1,0,16,12,18,7,1,1,2,0,3,7
7444,1969,Married,42169.0,1,1,19,0,9,0,0,2,1,0,3,8
6919,1978,Married,26224.0,1,0,4,7,15,13,9,3,2,1,3,6
3537,1981,Together,31089.0,1,0,31,3,31,2,8,3,3,0,4,8
10277,1961,Single,30081.0,0,1,36,0,2,0,0,1,1,0,3,7
2453,1960,Together,62807.0,0,1,526,28,135,10,21,3,5,3,12,5
7972,1955,Single,72906.0,0,0,400,32,519,71,75,1,3,4,9,1
895,1948,Married,61467.0,0,2,410,16,114,0,5,3,5,2,10,5
1177,1966,Together,49618.0,1,1,80,3,26,4,2,4,3,1,3,7
7141,1986,Single,21888.0,1,0,88,10,46,2,3,4,5,1,2,10
7232,1973,Widow,42429.0,0,1,55,0,6,2,0,2,1,1,3,5
8477,1956,Divorced,26150.0,2,1,5,1,13,3,5,1,1,0,3,7
2457,1975,Married,30801.0,0,1,8,4,5,15,2,2,1,0,3,7
988,1965,Married,81168.0,0,0,410,0,592,147,22,1,6,4,7,3
7930,1969,Single,26877.0,0,0,101,13,76,20,18,2,3,1,6,6
4587,1944,Widow,45006.0,0,0,162,25,53,16,0,1,3,1,7,3
6682,1973,Married,18978.0,1,0,2,8,1,4,7,1,1,0,3,8
6222,1967,Married,22574.0,2,1,25,0,8,2,0,2,2,0,3,7
10299,1969,Single,48240.0,0,0,389,91,248,64,49,3,6,3,13,5
3083,1974,Married,45837.0,1,1,215,13,87,17,17,5,6,2,5,7
8953,1965,Single,35791.0,2,1,27,0,5,0,0,2,1,0,3,8
1503,1976,Together,162397.0,1,1,85,1,16,2,1,0,0,0,1,1
8650,1978,Widow,54162.0,1,1,5,6,10,6,5,1,1,0,3,4
10862,1960,Married,30522.0,0,1,179,8,83,19,11,5,1,2,9,2
2782,1961,Married,54456.0,0,1,352,0,27,10,0,3,6,1,7,6
6941,1971,Single,31632.0,0,0,17,8,12,11,15,1,2,1,2,7
10972,1949,Widow,72298.0,0,0,625,35,169,58,17,1,4,3,6,1
10708,1978,Single,36975.0,1,0,10,6,11,0,4,1,1,0,3,7
6583,1955,Married,72635.0,0,0,390,22,323,104,35,1,6,8,6,3
3641,1976,Married,13624.0,1,0,10,2,15,2,1,2,2,0,3,6
10156,1975,Single,84196.0,0,1,215,63,507,231,31,1,8,4,7,3
4299,1960,Together,70971.0,0,1,1001,17,572,93,125,7,11,11,5,7
3469,1977,Divorced,34487.0,1,1,19,18,33,24,1,3,3,0,3,9
5063,1977,Single,28769.0,1,0,41,5,129,10,3,3,4,1,4,9
10727,1970,Married,69084.0,1,0,1181,107,199,39,30,2,7,3,13,8
9624,1958,Together,65488.0,0,0,603,45,207,36,18,1,3,4,6,1
5156,1970,Married,62466.0,0,1,129,129,259,168,121,5,6,3,12,4
4376,1960,Single,32218.0,0,0,10,24,15,13,1,1,2,1,3,7
8923,1973,Single,83917.0,0,0,514,22,732,42,198,1,6,7,7,3
8461,1962,Divorced,46102.0,2,1,14,0,1,0,0,1,1,0,2,7
6945,1952,Single,84574.0,0,0,387,20,713,38,54,1,9,11,11,5
944,1962,Married,56181.0,0,1,121,103,69,8,44,1,4,2,7,4
1907,1950,Divorced,63120.0,0,1,965,69,279,54,41,5,8,4,9,7
701,1971,Married,73691.0,0,1,707,21,250,85,43,2,6,2,8,2
3856,1960,Together,63381.0,0,1,571,50,142,33,50,4,4,5,13,2
4149,1948,Together,76140.0,0,0,586,66,653,17,0,1,5,9,6,2
2131,1959,Divorced,62859.0,0,1,1063,89,102,16,12,4,9,4,6,6
2942,1964,Single,45906.0,0,1,305,3,27,4,3,2,5,4,4,5
1173,1947,Together,77632.0,0,0,1200,105,758,0,42,1,4,2,6,2
4381,1971,Married,46463.0,1,1,163,2,40,8,11,7,3,1,6,6
4611,1970,Together,105471.0,0,0,1009,181,104,202,21,0,9,8,13,3
3376,1970,Divorced,55282.0,1,0,125,6,73,8,4,1,3,1,6,4
4679,1977,Married,78710.0,0,1,721,0,152,119,50,3,7,6,12,4
10928,1958,Together,66886.0,0,1,315,4,62,41,31,2,7,1,7,5
4248,1960,Single,98777.0,0,0,1000,19,711,125,115,0,4,6,9,1
6728,1985,Together,29103.0,1,0,16,0,17,6,3,2,1,0,3,9
6661,1974,Married,67445.0,0,1,757,80,217,29,80,5,9,6,12,6
4725,1950,Together,50616.0,0,1,30,2,25,0,1,1,1,1,4,2
3277,1955,Divorced,49431.0,0,1,219,3,100,26,0,2,7,1,5,8
5555,1975,Divorced,153924.0,0,0,1,1,1,1,1,0,0,0,0,0
2564,1953,Together,61278.0,0,1,111,3,28,2,6,2,3,1,4,6
946,1958,Together,26490.0,0,0,45,47,52,21,20,2,3,1,5,6
3867,1947,Together,73059.0,0,1,410,112,420,0,82,1,9,3,13,4
6940,1966,Single,46734.0,1,2,100,1,39,6,1,4,3,2,3,6
55,1963,Together,56253.0,0,1,509,0,65,7,11,4,7,2,9,6
7093,1985,Married,19986.0,1,0,3,6,5,0,2,1,0,0,3,7
5084,1975,Widow,58330.0,0,1,445,53,213,104,98,1,6,4,13,4
1777,1980,Married,25965.0,0,0,2,2,11,41,7,1,2,0,3,8
8162,1956,Together,14661.0,0,0,4,1,11,6,2,1,1,0,3,6
10826,1959,Married,18690.0,0,0,6,1,7,23,4,1,1,1,2,8
8754,1974,Together,45068.0,0,1,14,0,3,0,0,1,1,0,2,7
1987,1987,Single,21063.0,1,0,1,10,11,19,3,2,2,0,3,6
11007,1968,Married,29187.0,1,0,26,0,6,0,0,1,1,0,3,8
7426,1971,Married,54690.0,1,1,111,16,37,7,9,3,3,1,5,3
9153,1964,Married,59304.0,0,1,418,61,428,80,51,3,7,8,10,5
10379,1962,Single,59247.0,0,2,327,9,122,19,14,5,5,2,9,6
9204,1970,Widow,66731.0,0,1,371,159,194,58,106,4,4,3,6,3
3197,1980,Married,77353.0,0,1,275,59,107,69,101,2,6,4,8,4
2920,1975,Single,52614.0,0,1,789,0,142,12,9,2,2,4,8,8
6961,1974,Married,26751.0,2,0,1,1,5,0,3,1,1,0,2,8
4673,1963,Married,81300.0,0,1,1004,12,145,32,12,3,10,3,5,5
9937,1979,Single,70337.0,0,0,187,81,149,25,43,1,2,2,12,1
8779,1985,Married,36145.0,1,0,56,4,76,17,1,4,4,1,3,9
9596,1980,Single,65295.0,0,0,365,32,117,34,110,1,3,3,13,2
2891,1963,Divorced,68118.0,0,1,595,23,123,10,23,2,8,9,4,6
4910,1967,Divorced,68743.0,0,0,1132,134,384,175,134,1,11,5,13,7
75,1982,Together,41039.0,0,0,34,11,137,179,61,1,8,1,5,8
10120,1955,Together,38946.0,0,1,116,6,82,6,6,2,3,1,6,5
6327,1967,Together,65777.0,0,0,565,32,435,28,32,1,2,8,6,1
10142,1976,Divorced,66476.0,0,1,372,18,126,47,48,2,5,2,11,4
9826,1972,Single,86857.0,0,0,899,102,838,133,102,1,5,6,10,2
1501,1982,Married,160803.0,0,0,55,16,1622,17,3,15,0,28,1,0
10767,1989,Together,77845.0,0,0,760,40,480,0,40,1,3,5,12,1
7279,1969,Together,69476.0,0,0,260,86,559,63,9,1,4,6,4,2
7230,1960,Divorced,50611.0,0,1,459,0,24,6,0,6,4,5,7,6
143,1970,Single,61209.0,0,0,466,0,224,119,49,1,5,3,4,2
450,1958,Together,42315.0,0,1,67,15,80,17,11,3,1,4,4,3
9316,1952,Together,13084.0,0,0,2,0,7,3,7,1,1,0,3,6
6379,1949,Widow,47570.0,1,1,67,1,20,0,2,3,2,2,2,7
9239,1961,Married,61923.0,0,2,92,4,18,3,3,1,2,1,4,3
8315,1995,Single,34824.0,0,0,4,2,11,2,0,1,1,0,2,6
2868,1949,Single,26518.0,1,1,20,1,28,3,3,3,2,0,3,8
10888,1961,Single,45938.0,0,0,273,11,178,62,83,2,8,4,6,6
1277,1960,Together,78468.0,0,0,434,22,388,104,22,1,10,7,10,4
9977,1973,Divorced,78901.0,0,1,321,11,309,33,26,3,9,3,5,4
10196,1978,Married,71427.0,2,0,212,123,177,15,64,2,8,2,8,4
6384,1978,Divorced,71022.0,0,1,909,12,278,0,12,3,5,2,11,8
8029,1988,Single,90247.0,0,0,1184,32,352,21,16,1,3,4,7,1
968,1968,Divorced,41335.0,1,0,112,19,21,16,14,3,4,1,4,7
6988,1986,Married,71952.0,1,0,656,80,455,52,107,2,8,4,8,4
4472,1970,Divorced,35682.0,1,0,23,0,8,6,2,1,1,1,3,2
6991,1951,Divorced,43185.0,0,1,537,6,42,16,6,2,9,3,6,8
3336,1948,Together,66375.0,0,1,712,0,45,0,0,3,2,4,5,7
4301,1971,Married,35178.0,1,0,23,1,13,2,2,1,1,1,2,7
1940,1986,Married,25252.0,1,0,1,3,4,2,2,1,1,0,2,8
1272,1965,Single,55250.0,0,1,664,58,83,32,0,4,7,5,10,5
1388,1975,Single,33249.0,1,0,6,10,21,19,14,2,2,1,3,6
1044,1953,Together,58398.0,0,0,299,5,201,21,21,3,5,4,8,4
6969,1982,Together,50272.0,1,0,99,13,66,43,8,3,4,1,5,7
10479,1975,Married,76618.0,0,0,749,40,294,121,160,1,3,2,5,1
3619,1960,Divorced,87305.0,0,0,345,25,501,63,138,1,5,3,8,2
1715,1978,Together,25851.0,1,0,9,4,18,7,5,2,2,0,3,7
10159,1970,Divorced,58710.0,0,1,440,81,368,0,122,6,11,5,9,6
1463,1958,Single,45160.0,1,1,8,2,5,3,0,1,1,0,2,7
5114,1965,Married,74806.0,0,1,670,9,249,0,28,2,5,4,5,4
4990,1954,Married,59111.0,0,0,524,0,134,28,28,1,11,1,8,7
4329,1984,Married,18988.0,1,0,6,0,6,2,1,2,1,0,3,7
